ano,idFuncao,nomeFuncao,valorPago
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,7894.1
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,12358.1
2015,2,JUDICIARIA,41969.6
2015,2,JUDICIARIA,4555.33
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,12000
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,24421300
2015,2,JUDICIARIA,1720730
2015,2,JUDICIARIA,32151.6
2015,2,JUDICIARIA,5048240
2015,2,JUDICIARIA,511063
2015,2,JUDICIARIA,9185310
2015,2,JUDICIARIA,1441870
2015,2,JUDICIARIA,13273
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,5934
2015,2,JUDICIARIA,1496.5
2015,2,JUDICIARIA,68.1
2015,2,JUDICIARIA,2800
2015,2,JUDICIARIA,1606.08
2015,2,JUDICIARIA,5960.9
2015,2,JUDICIARIA,14577.2
2015,2,JUDICIARIA,35674.3
2015,2,JUDICIARIA,1824.43
2015,2,JUDICIARIA,11405.6
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,1763.95
2015,2,JUDICIARIA,2715.42
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,6467.69
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,2287.52
2015,2,JUDICIARIA,4720.51
2015,2,JUDICIARIA,469297
2015,2,JUDICIARIA,5000
2015,2,JUDICIARIA,5236.95
2015,2,JUDICIARIA,27070.8
2015,2,JUDICIARIA,3660
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,5494.26
2015,2,JUDICIARIA,4800.93
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,2233.23
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,1437.37
2015,2,JUDICIARIA,6839.8
2015,2,JUDICIARIA,67523.6
2015,2,JUDICIARIA,207251
2015,2,JUDICIARIA,169485
2015,2,JUDICIARIA,1044240
2015,2,JUDICIARIA,161577
2015,2,JUDICIARIA,1878270
2015,2,JUDICIARIA,3248160
2015,2,JUDICIARIA,31544.7
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,72410200
2015,2,JUDICIARIA,455.2
2015,2,JUDICIARIA,4384840
2015,2,JUDICIARIA,339.63
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,3277190
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,350
2015,2,JUDICIARIA,2768
2015,2,JUDICIARIA,95308.3
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,154083
2015,2,JUDICIARIA,9352.85
2015,2,JUDICIARIA,55.05
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,1006.69
2015,2,JUDICIARIA,157473
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,420
2015,2,JUDICIARIA,400
